|Nobsts|,|Tc|,|Tp|,|Ns|,|Nkn|,|Acc|,|MaxIt|,|FS_MaxIt|,|LS_MaxIt|,|Deps|,|Seps|,|Drho|,|LS_mdist|,|LS_topt|,|Dopt|,|MOB|,|PEN|,|NSE|,|FIR|,|LAS|,|LMA|,|MAX|,|MIN|,|AVG|,|RMP|,|RMG|,|TOT|
7,0.6,2.4,10,5,0.001,15,40,26,5.0,0.1,15.0,0.5,1.0,10.0,7.0,0.0031515750838,29.0,3.00600004196,1.09699988365,0.0,1.14700007439,0.148999929428,0.531148142285,2.15062513947,2.15062513947,16.1021796247
