|Nobsts|,|Tc|,|Tp|,|Ns|,|Nkn|,|Acc|,|MaxIt|,|FS_MaxIt|,|LS_MaxIt|,|Deps|,|Seps|,|Drho|,|LS_mdist|,|LS_topt|,|Dopt|,|NSE|,|FIR|,|LAS|,|LMA|,|MAX|,|MIN|,|AVG|,|RMP|,|RMG|,|TOT|
0,0.16,0.80000000000000004,8,4,0.001,15,40,20,5.0,0.1,3.0,0.5,1.0,10.0,62.0,0.726278066635,0.308128118515,1.0,0.0385639667511,0.0176239013672,0.01918861866,0.241024792194,1.92580074072,7.05817190583
0,0.40000000000000002,0.80000000000000004,8,4,0.001,15,40,20,5.0,0.1,3.0,0.5,1.0,10.0,16.0,0.714492082596,0.311005115509,1.0,0.0914859771729,0.0176448822021,0.0235065732683,0.228714942932,0.777512788773,7.08810640935
0,0.24000000000000005,1.2000000000000002,8,4,0.001,15,40,20,5.0,0.1,3.0,0.5,1.0,10.0,41.0,0.696240901947,0.300567150116,1.0,0.0393440723419,0.0169880390167,0.0190523954538,0.163933634758,1.25236312548,7.09865115397
0,0.60000000000000009,1.2000000000000002,8,4,0.001,15,40,20,5.0,0.1,3.0,0.5,1.0,10.0,11.0,0.695619106293,0.30400800705,1.0,0.0870079994202,0.0171389579773,0.0255720085568,0.145013332367,0.506680011749,7.12247845
0,0.32000000000000001,1.6000000000000001,8,4,0.001,15,40,20,5.0,0.1,3.0,0.5,1.0,10.0,31.0,0.702841043472,0.298811912537,1.0,0.0355529785156,0.0170831680298,0.0197233249401,0.111103057861,0.933787226677,7.1250809204
0,0.64000000000000001,1.6000000000000001,8,4,0.001,15,40,20,5.0,0.1,3.0,0.5,1.0,10.0,11.0,0.6880671978,0.30136013031,1.0,0.0856900215149,0.0171060562134,0.027546564738,0.133890658617,0.470875203609,7.14236925984
0,0.95999999999999996,1.6000000000000001,8,4,0.001,15,40,20,5.0,0.1,3.0,0.5,1.0,10.0,8.0,0.698384046555,0.296113967896,1.0,0.0868167877197,0.0169599056244,0.0292179584503,0.0904341538747,0.308452049891,7.21309582654
0,0.16,0.80000000000000004,9,4,0.001,15,40,20,5.0,0.1,3.0,0.5,1.0,10.0,36.0,0.755031108856,0.301584005356,1.0,0.0385899543762,0.0184760093689,0.0198765151641,0.241187214851,1.88490003347,7.07606848847
0,0.40000000000000002,0.80000000000000004,9,4,0.001,15,40,20,5.0,0.1,3.0,0.5,1.0,10.0,18.0,0.757098913193,0.30536198616,1.0,0.0232238769531,0.0184400081635,0.0193227678537,0.0580596923828,0.763404965401,7.10049752685
0,0.24000000000000005,1.2000000000000002,9,4,0.001,15,40,20,5.0,0.1,3.0,0.5,1.0,10.0,24.0,0.747966051102,0.293529033661,1.0,0.0234670639038,0.0180540084839,0.019365364855,0.0977794329325,1.22303764025,7.12549485764
0,0.60000000000000009,1.2000000000000002,9,4,0.001,15,40,20,5.0,0.1,3.0,0.5,1.0,10.0,12.0,0.73798084259,0.295568943024,1.0,0.0216999053955,0.0184471607208,0.0195935964584,0.0361665089925,0.492614905039,7.16215656966
0,0.32000000000000001,1.6000000000000001,9,4,0.001,15,40,20,5.0,0.1,3.0,0.5,1.0,10.0,19.0,0.759459972382,0.307732820511,1.0,0.0238060951233,0.0186409950256,0.0198582340689,0.0743940472603,0.961665064096,164.863945547
0,0.64000000000000001,1.6000000000000001,9,4,0.001,15,40,20,5.0,0.1,3.0,0.5,1.0,10.0,12.0,0.79286980629,0.331439971924,1.0,0.100485086441,0.0194239616394,0.0381442785263,0.157007947564,0.517874956131,7.19937180373
0,0.95999999999999996,1.6000000000000001,9,4,0.001,15,40,20,5.0,0.1,3.0,0.5,1.0,10.0,8.0,0.759000062943,0.310596942902,1.0,0.0217530727386,0.0184490680695,0.0198458830516,0.0226594507694,0.323538482189,7.14985563393
0,0.16,0.80000000000000004,10,4,0.001,15,40,20,5.0,0.1,3.0,0.5,1.0,10.0,40.0,0.813626050949,0.304097890854,1.0,0.0411529541016,0.0198090076447,0.0208400048708,0.257205963135,1.90061181784,7.08184548249
0,0.40000000000000002,0.80000000000000004,10,4,0.001,15,40,20,5.0,0.1,3.0,0.5,1.0,10.0,16.0,0.78416800499,0.310698986053,1.0,0.0395500659943,0.0191690921783,0.0211194072451,0.0988751649857,0.776747465134,7.11466996917
0,0.24000000000000005,1.2000000000000002,10,4,0.001,15,40,20,5.0,0.1,3.0,0.5,1.0,10.0,27.0,0.856781005859,0.315231800079,1.0,0.0420689582825,0.0199790000916,0.0217244529724,0.175287326177,1.31346583366,7.11776870863
0,0.60000000000000009,1.2000000000000002,10,4,0.001,15,40,20,5.0,0.1,3.0,0.5,1.0,10.0,11.0,0.822201013565,0.329843997955,1.0,0.102365970612,0.0196409225464,0.0294395552741,0.170609951019,0.549739996592,7.15061232453
0,0.32000000000000001,1.6000000000000001,10,4,0.001,15,40,20,5.0,0.1,3.0,0.5,1.0,10.0,21.0,0.796838998795,0.301968097687,1.0,0.0405571460724,0.0192649364471,0.0210964428751,0.126741081476,0.943650305271,7.13183898521
0,0.64000000000000001,1.6000000000000001,10,4,0.001,15,40,20,5.0,0.1,3.0,0.5,1.0,10.0,11.0,0.846041917801,0.316821098328,1.0,0.043408870697,0.0200109481812,0.0255292786492,0.0678263604641,0.495032966137,7.13172641847
0,0.95999999999999996,1.6000000000000001,10,4,0.001,15,40,20,5.0,0.1,3.0,0.5,1.0,10.0,8.0,0.833060979843,0.311302185059,1.0,0.10107088089,0.0202939510345,0.0385740995407,0.105282167594,0.324273109436,7.2412686436
