0.0780328,0.01,-1.43284e-006,-4.55487e-021,-2.14332e-021,0.000142953,-2.14291e-019,-5.15563e-018,0.00162162,-2.14291e-019,-0.000142953,-4.54433e-019,-0.040879,
0.0817416,0.02,-4.3011e-006,-1.28082e-020,-6.01418e-021,0.00028418,-3.86768e-019,-9.31559e-018,0.00323865,-3.86768e-019,-0.00028418,-8.17321e-019,-0.0816674,
0.085682,0.03,-8.61351e-006,-2.56471e-020,-1.20206e-020,0.000422314,-5.99584e-019,-1.44541e-017,0.00485802,-5.99584e-019,-0.000422314,-1.25732e-018,-0.122456,
0.0873736,0.04,-1.438e-005,-4.14276e-020,-1.93995e-020,0.000555491,-7.3544e-019,-1.7725e-017,0.00648108,-7.3544e-019,-0.000555491,-1.51638e-018,-0.163246,
0.089112,0.05,-2.16115e-005,-6.18902e-020,-2.8966e-020,0.000681827,-9.51947e-019,-2.29286e-017,0.00810904,-9.51947e-019,-0.000681827,-1.92769e-018,-0.204036,
0.0905796,0.06,-3.03202e-005,-8.70521e-020,-4.07235e-020,0.000799433,-1.1676e-018,-2.81305e-017,0.00974312,-1.1676e-018,-0.000799433,-2.31144e-018,-0.244827,
0.0918964,0.07,-4.05194e-005,-1.16113e-019,-5.43109e-020,0.000906406,-1.34577e-018,-3.24161e-017,0.0113846,-1.34577e-018,-0.000906406,-2.5808e-018,-0.285618,
0.0936328,0.08,-5.22236e-005,-1.49124e-019,-6.97368e-020,0.00100083,-1.52323e-018,-3.67378e-017,0.0130346,-1.52323e-018,-0.00100083,-2.81639e-018,-0.326409,
0.0965777,0.09,-6.54482e-005,-1.86107e-019,-8.70581e-020,0.00108078,-1.7046e-018,-4.10668e-017,0.0146945,-1.7046e-018,-0.00108078,-3.01034e-018,-0.367201,
0.0981245,0.1,-8.02101e-005,-2.2802e-019,-1.06697e-019,0.0011443,-1.92601e-018,-4.64335e-017,0.0163654,-1.92601e-018,-0.0011443,-3.24828e-018,-0.407993,
0.100205,0.11,-9.65274e-005,-2.7317e-019,-1.27829e-019,0.00118942,-2.06284e-018,-4.99081e-017,0.0180487,-2.06284e-018,-0.00118942,-3.26164e-018,-0.448786,
0.10151,0.12,-0.000114419,-3.21672e-019,-1.50636e-019,0.00121415,-2.21536e-018,-5.34933e-017,0.0197456,-2.21536e-018,-0.00121415,-3.2299e-018,-0.489579,
0.103022,0.13,-0.000133906,-3.75227e-019,-1.75831e-019,0.00121647,-2.43635e-018,-5.8932e-017,0.0214574,-2.43635e-018,-0.00121647,-3.30193e-018,-0.530372,
0.104826,0.14,-0.000155009,-4.32267e-019,-2.02683e-019,0.00119433,-2.58133e-018,-6.26269e-017,0.0231853,-2.58133e-018,-0.00119433,-3.14542e-018,-0.571165,
0.122468,0.15,-0.000177752,-4.93703e-019,-2.31631e-019,0.00114565,-2.76688e-018,-6.73038e-017,0.0249307,-2.76688e-018,-0.00114565,-3.00483e-018,-0.611959,
0.150185,0.16,-0.000202159,-5.59618e-019,-2.62849e-019,0.00106832,-2.96629e-018,-7.20489e-017,0.0266949,-2.96629e-018,-0.00106832,-2.78863e-018,-0.652753,
0.167896,0.17,-0.000228256,-6.29224e-019,-2.95817e-019,0.000960191,-3.10982e-018,-7.59156e-017,0.0284793,-3.10982e-018,-0.000960191,-2.40708e-018,-0.693546,
0.169389,0.18,-0.000256069,-7.03462e-019,-3.31112e-019,0.00081907,-3.30682e-018,-8.07874e-017,0.0302851,-3.30682e-018,-0.00081907,-2.02704e-018,-0.73434,
0.170862,0.19,-0.000285628,-7.83344e-019,-3.69277e-019,0.00064273,-3.55358e-018,-8.67367e-017,0.0321137,-3.55358e-018,-0.00064273,-1.64242e-018,-0.775134,
0.184566,0.2,-0.000316961,-8.67185e-019,-4.09368e-019,0.000428897,-3.70077e-018,-9.08359e-017,0.0339664,-3.70077e-018,-0.000428897,-9.80021e-019,-0.815928,
0.193094,0.21,-0.0003501,-9.56011e-019,-4.51935e-019,0.000175247,-3.89787e-018,-9.60242e-017,0.0358448,-3.89787e-018,-0.000175247,-3.07834e-019,-0.856722,
0.20341,0.22,-0.000385078,-1.04989e-018,-4.97391e-019,0.00012059,-4.13044e-018,-1.01261e-016,0.0377502,-4.13044e-018,0.00012059,4.80748e-019,-0.897516,
0.212025,0.23,-0.000421929,-1.14985e-018,-5.46271e-019,0.000461041,-4.41003e-018,-1.07594e-016,0.039684,-4.41003e-018,0.000461041,1.30009e-018,-0.938309,
0.2206,0.24,-0.000460689,-1.25427e-018,-5.97841e-019,0.000848587,-4.60966e-018,-1.1214e-016,0.0416478,-4.60966e-018,0.000848587,2.42177e-018,-0.979103,
0.229036,0.25,-0.000501394,-1.36413e-018,-6.52477e-019,0.00128577,-4.83989e-018,-1.17731e-016,0.0436429,-4.83989e-018,0.00128577,3.58545e-018,-1.0199,
0.238845,0.26,-0.000544085,-1.48044e-018,-7.10705e-019,0.00177519,-5.11476e-018,-1.24359e-016,0.0456708,-5.11476e-018,0.00177519,4.80843e-018,-1.06069,
0.248784,0.27,-0.000745307,2.74255e-007,2.67749e-005,0.0188127,0.00268003,0.000859546,-0.589133,0.00268003,-0.0188127,2.57779e-005,-0.439302,
0.257162,0.28,-0.00083943,-4.68614e-006,9.49108e-006,0.00942528,-0.00172838,-0.00179654,-0.000497531,-0.00172838,-0.00941222,-0.000495868,-0.00171109,
0.266668,0.29,-0.000853469,-4.07874e-006,-1.54613e-006,0.00140526,-0.00110374,-0.00112029,-0.00124789,-0.00110374,-0.00140394,6.07442e-005,3.97676e-005,
0.278353,0.3,-0.000855898,-3.9667e-006,-3.67672e-006,0.00024311,-0.000213063,0.000195996,-0.000159997,-0.000213063,-0.000242852,1.12028e-005,5.37105e-005,
0.288474,0.31,-0.000856655,-4.03371e-006,-6.99887e-006,7.6009e-005,-0.00033222,0.000277517,-0.000300821,-0.00033222,-7.57128e-005,-6.70377e-006,0.000130008,
0.298575,0.32,-0.000856883,-4.17854e-006,-8.36121e-006,2.7041e-005,-0.000136237,0.000179239,-0.000198628,-0.000136237,-2.28345e-005,-1.44844e-005,0.000102689,
0.308512,0.33,-0.000856984,-4.2999e-006,-8.93117e-006,1.57926e-005,-5.69972e-005,0.000154264,-0.000117883,-5.69972e-005,-1.01043e-005,-1.21371e-005,8.4268e-005,
0.316927,0.34,-0.000857041,-4.40243e-006,-9.17553e-006,1.17351e-005,-2.44374e-005,0.000145261,-8.03168e-005,-2.44374e-005,-5.707e-006,-1.02539e-005,7.34036e-005,
0.326249,0.35,-0.000857079,-4.47515e-006,-9.28199e-006,8.20773e-006,-1.0646e-005,0.000129268,-6.10923e-005,-1.0646e-005,-3.80473e-006,-7.27261e-006,6.58553e-005,
0.336329,0.36,-0.000857109,-4.53176e-006,-9.32608e-006,6.38746e-006,-4.41009e-006,0.000114553,-5.09693e-005,-4.41009e-006,-2.95576e-006,-5.66243e-006,6.01308e-005,
0.346294,0.37,-0.000857134,-4.5829e-006,-9.34271e-006,5.69273e-006,-1.66343e-006,0.000102765,-4.46229e-005,-1.66343e-006,-2.50082e-006,-5.11401e-006,5.48717e-005,
0.383411,0.38,-0.000857156,-4.6296e-006,-9.34725e-006,5.16027e-006,-4.54278e-007,9.20959e-005,-3.96338e-005,-4.54278e-007,-2.19413e-006,-4.67056e-006,4.98443e-005,
0.392591,0.39,-0.000857175,-4.67202e-006,-9.34641e-006,4.66891e-006,8.37806e-008,8.25902e-005,-3.54084e-005,8.37806e-008,-1.95129e-006,-4.2416e-006,4.51945e-005,
